manifesto_id,party,date,year,partyname,partyabbrev,country,countryname,RF_Score,Sobol_Score,PopulismScore,LeftPopulismScore,RightPopulismScore,Direction,edate,pervote,absseat,totseats,seats_perc,oecdmember,eumember
22952_198209,22952,198209,1982,Reformed Political Party,SGP,22,Netherlands,0.6286054,0.5894779174603171,0.6090416587301586,0.218743780980131,0.6090416587301586,Right,1982-09-08T00:00:00Z,1.902,3,150,0.02,10,10
64951_198407,64951,198407,1984,New Zealand Democratic Party,NZDP,64,New Zealand,0.4970773333333333,0.4475597333333333,0.4723185333333333,0.01370335238095234,0.4723185333333333,Right,1984-07-14T00:00:00Z,7.628,2,95,0.02105263157894737,10,0
171601_198507,171601,198507,1985,Alliance for Change,NA,171,Mexico,0.5484688666666666,0.5062016476190475,0.5273352571428571,0.05786449472749475,0.5273352571428571,Right,1985-07-07T00:00:00Z,16.698,41,400,0.1025,0,0
22230_198605,22230,198605,1986,Pacifist Socialist Party,PSP,22,Netherlands,0.9426631777777779,0.9317660608058606,0.9372146192918192,0.9372146192918192,0.8762036380952385,Left,1986-05-21T00:00:00Z,1.2,1,150,0.006666666666666667,10,10
22952_198605,22952,198605,1986,Reformed Political Party,SGP,22,Netherlands,0.8444544666666667,0.7885367333333331,0.8164955999999999,0.2091129037518037,0.8164955999999999,Right,1986-05-21T00:00:00Z,1.739,3,150,0.02,10,10
171601_198807,171601,198807,1988,Alliance for Change,NA,171,Mexico,0.6023256,0.5722879142857146,0.5873067571428573,0.03322768095238096,0.5873067571428573,Right,1988-07-06T00:00:00Z,18,101,500,0.202,0,0
150029_198905,150029,198905,1989,Justicialist Party of Popular Unity,FREJUPO,150,Argentina,0.4265331126984127,0.390183326173826,0.4083582194361193,0.4083582194361193,0.3705054253968253,Left,1989-05-14T00:00:00Z,44.684,126,254,0.4960629921259843,0,0
150040_198905,150040,198905,1989,Center Alliance,NA,150,Argentina,0.3986708666666667,0.39393206031746,0.3963014634920634,0.1615379112776113,0.3963014634920634,Right,1989-05-14T00:00:00Z,9.595,14,254,0.05511811023622047,0,0
150301_198905,150301,198905,1989,Civic Radical Union,UCR,150,Argentina,0.3789706,0.3321183920634922,0.3555444960317461,0.3555444960317461,0.2280709666666667,Left,1989-05-14T00:00:00Z,28.749,90,254,0.3543307086614173,0,0
22527_198909,22527,198909,1989,Reformed Political League,GPV,22,Netherlands,0.6540805333333334,0.6603664000000009,0.6572234666666672,0.2083146746031746,0.6572234666666672,Right,1989-09-06T00:00:00Z,1.236,2,150,0.01333333333333333,10,10
22528_198909,22528,198909,1989,Reformatory Political Federation,RPF,22,Netherlands,0.6361706,0.5822062666666663,0.6091884333333332,0.04590443333333333,0.6091884333333332,Right,1989-09-06T00:00:00Z,0.961,1,150,0.006666666666666667,10,10
22711_198909,22711,198909,1989,Centre Democrats,NA,22,Netherlands,0.7691318,0.7528730031746032,0.7610024015873016,0.4058878593351094,0.7610024015873016,Right,1989-09-06T00:00:00Z,0.918,1,150,0.006666666666666667,10,10
22952_198909,22952,198909,1989,Reformed Political Party,SGP,22,Netherlands,0.7515868666666667,0.725231523809525,0.7384091952380959,0.1849280627705628,0.7384091952380959,Right,1989-09-06T00:00:00Z,1.873,3,150,0.02,10,10
180230_198911,180230,198911,1989,Brazil of Hope,NA,180,Brazil,0.8353325555555555,0.8216554043290039,0.8284939799422797,0.8284939799422797,0.5466171333333335,Left,1989-11-15T00:00:00Z,17.18569,NA,NA,NA,0,0
180309_198911,180309,198911,1989,Party of Brazilian Social Democracy,PSDB,180,Brazil,0.4711262666666667,0.4850266952380952,0.478076480952381,0.1450972206293707,0.478076480952381,Right,1989-11-15T00:00:00Z,11.5168683361982,NA,NA,NA,0,0
180410_198911,180410,198911,1989,New Brazil Movement,NA,180,Brazil,0.3580477333333333,0.347172295238095,0.3526100142857141,0.2315233743145744,0.3526100142857141,Right,1989-11-15T00:00:00Z,30.4791,NA,NA,NA,0,0
155021_198912,155021,198912,1989,New Majority for Chile,NA,155,Chile,0.3950038,0.3374017333333333,0.3662027666666667,0.3662027666666667,0.2302076666666667,Left,1989-12-14T00:00:00Z,51.27,59,120,0.4916666666666666,10,0
155061_198912,155061,198912,1989,Chile we can do more,NA,155,Chile,0.6511457333333334,0.5966365333333329,0.6238911333333331,0.02717174444444443,0.6238911333333331,Right,1989-12-14T00:00:00Z,34.19,48,120,0.4,10,0
155620_198912,155620,198912,1989,Liberal-Socialists of Chile,NA,155,Chile,0.4698450666666666,0.5365950222222219,0.5032200444444442,0.1681211285658786,0.5032200444444442,Right,1989-12-14T00:00:00Z,15.43,NA,120,NA,10,0
96111_199006,96111,199006,1990,Green Party of Slovakia,SZ,96,Slovakia,0.5823831333333334,0.6450376793650794,0.6137104063492064,0.3039872335442336,0.6137104063492064,Right,1990-06-09T00:00:00Z,3.49,6,150,0.04,0,0
96430_199006,96430,199006,1990,Public Against Violence,VPN,96,Slovakia,0.3836220666666667,0.4295395333333332,0.4065808,0.1111033492063492,0.4065808,Right,1990-06-09T00:00:00Z,29.35,48,150,0.32,0,0
96521_199006,96521,199006,1990,Christian Democratic Movement,KDH,96,Slovakia,0.4655098,0.5143282571428569,0.4899190285714284,0.1460497294372294,0.4899190285714284,Right,1990-06-09T00:00:00Z,19.21,31,150,0.2066666666666667,0,0
96952_199006,96952,199006,1990,Party of the Hungarian Coalition,SMK/MKP,96,Slovakia,0.3388628,0.3862515904761907,0.3625571952380954,0.2360580660783661,0.3625571952380954,Right,1990-06-09T00:00:00Z,8.66,14,150,0.09333333333333334,0,0
92431_199110,92431,199110,1991,Polish Beer-Lovers' Party,PPPP,92,Poland,0.3092832666666667,0.3270827249084249,0.3181829957875458,0.1124769049006549,0.3181829957875458,Right,1991-10-27T00:00:00Z,3.088,16,460,0.03478260869565217,0,0
92710_199110,92710,199110,1991,Confederation for an Independent Poland,KPN,92,Poland,0.5801327825396825,0.5731755803474307,0.5766541814435566,0.5766541814435566,0.5664016084859582,Left,1991-10-27T00:00:00Z,7.081,46,460,0.1,0,0
96220_199206,96220,199206,1992,Party of the Democratic Left,SDľ,96,Slovakia,0.2292406,0.2448473360195358,0.2370439680097679,0.1863916237318238,0.2370439680097679,Right,1992-06-06T00:00:00Z,14.702,29,150,0.1933333333333333,0,0
61320_199211,61320,199211,1992,Democratic Party,Democrats,61,United States,0.3098421333333333,0.350798622222222,0.3303203777777777,0.0810463373015873,0.3303203777777777,Right,1992-11-03T00:00:00Z,49.95,258,435,0.593103448275862,10,0
92210_199309,92210,199309,1993,Democratic Left Alliance,SLD,92,Poland,0.5230830666666667,0.4884555672438673,0.5057693169552671,0.5057693169552671,0.374052568009768,Left,1993-09-19T00:00:00Z,20.405,171,460,0.3717391304347826,0,0
92322_199309,92322,199309,1993,Union of Labour,UP,92,Poland,0.6981131333333334,0.6766753650793645,0.687394249206349,0.592732010705961,0.687394249206349,Right,1993-09-19T00:00:00Z,7.285,41,460,0.0891304347826087,0,0
92410_199309,92410,199309,1993,Democratic Union,UD,92,Poland,0.3313536,0.3256622026862029,0.3285079013431014,0.1747327390276391,0.3285079013431014,Right,1993-09-19T00:00:00Z,10.59,74,460,0.1608695652173913,0,0
92710_199309,92710,199309,1993,Confederation for an Independent Poland,KPN,92,Poland,0.6180458666666667,0.6087011047619046,0.6133734857142856,0.5400386424825173,0.6133734857142856,Right,1993-09-19T00:00:00Z,5.766,22,460,0.04782608695652174,0,0
92811_199309,92811,199309,1993,Polish Peasants' Party,PSL,92,Poland,0.5476948,0.5189782761904761,0.5333365380952381,0.4240173719641468,0.5333365380952381,Right,1993-09-19T00:00:00Z,15.398,132,460,0.2869565217391304,0,0
92953_199309,92953,199309,1993,German Minority,MN,92,Poland,0.6221461873015873,0.617965331385282,0.6200557593434346,0.6200557593434346,0.3510186156288155,Left,1993-09-19T00:00:00Z,0.44,3,460,0.006521739130434782,0,0
64320_199311,64320,199311,1993,New Zealand Labour Party,Labour,64,New Zealand,0.3545537333333333,0.3404210888888892,0.3323270111111113,0.328828626984127,0.3323270111111113,Right,1993-11-06T00:00:00Z,34.679,45,99,0.4545454545454545,10,0
64321_199311,64321,199311,1993,The Alliance,Alliance,64,New Zealand,0.6569469142857143,0.6266292809523809,0.6417880976190475,0.6417880976190475,0.4260388634920637,Left,1993-11-06T00:00:00Z,18.206,2,99,0.0202020202020202,10,0
64620_199311,64620,199311,1993,New Zealand National Party,National,64,New Zealand,0.2150994,0.2677548380952382,0.2414271190476191,0.0164022981185481,0.2414271190476191,Right,1993-11-06T00:00:00Z,35.048,50,99,0.5050505050505051,10,0
155021_199312,155021,199312,1993,New Majority for Chile,NA,155,Chile,0.2007858079365079,0.1843863396825399,0.1925860738095239,0.1925860738095239,0.08908259999999997,Left,1993-12-11T00:00:00Z,55.3,69,120,0.575,10,0
155061_199312,155061,199312,1993,Chile we can do more,NA,155,Chile,0.496887,0.4691598222222221,0.483023411111111,0.01634119126984123,0.483023411111111,Right,1993-12-11T00:00:00Z,37,50,120,0.4166666666666667,10,0
181310_199404,181310,199404,1994,African National Congress,ANC,181,South Africa,0.3153222666666667,0.3846387137973142,0.3499804902319905,0.1454182169497169,0.3499804902319905,Right,1994-04-29T00:00:00Z,62.65,252,400,0.63,0,0
181410_199404,181410,199404,1994,Democratic Party,DP,181,South Africa,0.1630696,0.2211340026862025,0.1921018013431012,0.09655985432345432,0.1921018013431012,Right,1994-04-29T00:00:00Z,1.733,7,400,0.0175,0,0
22220_199405,22220,199405,1994,Socialist Party,SP,22,Netherlands,0.9395029492063492,0.93610764060384,0.9378052949050946,0.9378052949050946,0.9021777666666669,Left,1994-05-03T00:00:00Z,1.322,2,150,0.01333333333333333,10,10
22527_199405,22527,199405,1994,Reformed Political League,GPV,22,Netherlands,0.3088413333333334,0.2790703999999999,0.2939558666666666,0.06380196428571426,0.2939558666666666,Right,1994-05-03T00:00:00Z,1.3,2,150,0.01333333333333333,10,10
22528_199405,22528,199405,1994,Reformatory Political Federation,RPF,22,Netherlands,0.3965494,0.4000667333333334,0.3983080666666667,0.2112588103174604,0.3983080666666667,Right,1994-05-03T00:00:00Z,1.8,3,150,0.02,10,10
22711_199405,22711,199405,1994,Centre Democrats,NA,22,Netherlands,0.8250465333333333,0.8228769555555557,0.8239617444444445,0.3999196309079809,0.8239617444444445,Right,1994-05-03T00:00:00Z,2.5,3,150,0.02,10,10
22952_199405,22952,199405,1994,Reformed Political Party,SGP,22,Netherlands,0.8444664000000001,0.7961726666666671,0.8203195333333335,0.2179502407647908,0.8203195333333335,Right,1994-05-03T00:00:00Z,1.729,2,150,0.01333333333333333,10,10
22954_199405,22954,199405,1994,General Elderly Alliance,AOV,22,Netherlands,0.4932300666666667,0.4541413047619043,0.4736856857142855,0.194937419047619,0.4736856857142855,Right,1994-05-03T00:00:00Z,3.6,6,150,0.04,10,10
22955_199405,22955,199405,1994,Union 55+,Unie 55+,22,Netherlands,0.3239142,0.3592543312576313,0.3415842656288156,0.06804790360750357,0.3415842656288156,Right,1994-05-03T00:00:00Z,0.9,1,150,0.006666666666666667,10,10
86320_199405,86320,199405,1994,Hungarian Social Democratic Party,MSzDP,86,Hungary,0.1444958666666667,0.1681540000000001,0.1563249333333334,0.01026351111111106,0.1563249333333334,Right,1994-05-08T00:00:00Z,0.6,0,386,0,0,0
96421_199409,96421,199409,1994,Democratic Union of Slovakia,DÚS,96,Slovakia,0.3122542666666667,0.3493085999999999,0.3307814333333333,0.007361701587301523,0.3307814333333333,Right,1994-09-30T00:00:00Z,8.571,15,150,0.1,0,0
96521_199409,96521,199409,1994,Christian Democratic Movement,KDH,96,Slovakia,0.3178846666666666,0.369394438095238,0.3436395523809523,0.1748904276945277,0.3436395523809523,Right,1994-09-30T00:00:00Z,10.085,17,150,0.1133333333333333,0,0
96953_199409,96953,199409,1994,Hungarian Christian Democratic Movement,MKdH/MKdM,96,Slovakia,0.3427705333333333,0.3654517809523811,0.3541111571428572,0.08869899206349204,0.3541111571428572,Right,1994-09-30T00:00:00Z,0,NA,150,NA,0,0
180230_199410,180230,199410,1994,Brazil of Hope,NA,180,Brazil,0.6108122412698412,0.572496395670996,0.5916543184704186,0.5916543184704186,0.4276842666666667,Left,1994-10-03T00:00:00Z,27.0378587195195,NA,NA,NA,0,0
180310_199410,180310,199410,1994,To unite Brazil,NA,180,Brazil,0.2119100666666667,0.1931788952380951,0.2025444809523809,0.1152607341269841,0.2025444809523809,Right,1994-10-03T00:00:00Z,54.2803869164253,NA,NA,NA,0,0
180710_199410,180710,199410,1994,Party of the Reconstruction of the National Order,PRONA,180,Brazil,0.5170926412698412,0.5102988952380954,0.5108509142857143,0.5013212063492063,0.5108509142857143,Right,1994-10-03T00:00:00Z,7.37919966506793,NA,NA,NA,0,0
150201_199505,150201,199505,1995,Justicialist Party,PJ,150,Argentina,0.0780534,0.09194373333333332,0.08499856666666666,7.905333333332738e-4,0.08499856666666666,Right,1995-05-14T00:00:00Z,43.026,131,257,0.5097276264591439,0,0
150202_199505,150202,199505,1995,Front for a Country in Solidarity,FREPASO,150,Argentina,0.2581134666666667,0.285781774114774,0.2719476203907203,0.2441789483377733,0.2719476203907203,Right,1995-05-14T00:00:00Z,20.689,26,257,0.1011673151750973,0,0
150301_199505,150301,199505,1995,Civic Radical Union,UCR,150,Argentina,0.07362893333333333,0.08123440000000005,0.07743166666666669,0.008184526190476136,0.07743166666666669,Right,1995-05-14T00:00:00Z,21.704,68,257,0.264591439688716,0,0
74712_199512,74712,199512,1995,National Action Party,MHP,74,Turkey,0.6980066,0.6848320698412699,0.691419334920635,0.02393317619047617,0.691419334920635,Right,1995-12-24T00:00:00Z,8.182,0,550,0,10,0
33610_199603,33610,199603,1996,People's Party,PP,33,Spain,0.4084582666666667,0.3607529809523813,0.384605623809524,0.007494833333333275,0.384605623809524,Right,1996-03-03T00:00:00Z,38.792,156,350,0.4457142857142857,10,10
33907_199603,33907,199603,1996,Canarian Coalition–New Canaries,CCa-PNC-NC,33,Spain,0.2586776,0.2470631333333334,0.2528703666666667,0.1971241494227994,0.2528703666666667,Right,1996-03-03T00:00:00Z,0.88,4,350,0.01142857142857143,10,10
34211_199609,34211,199609,1996,Progressive Left Coalition,SYN,34,Greece,0.8040879476190477,0.7985511479797979,0.8013195477994228,0.8013195477994228,0.5089973156288153,Left,1996-09-22T00:00:00Z,5.119,10,300,0.03333333333333333,10,10
64420_199610,64420,199610,1996,ACT New Zealand,ACT,64,New Zealand,0.6231557333333333,0.6301684476190477,0.6266620904761905,0.02343710598845597,0.6266620904761905,Right,1996-10-12T00:00:00Z,5.922,8,120,0.06666666666666667,10,0
93223_199611,93223,199611,1996,Social Democratic Party,PSD,93,Romania,0.4083391333333333,0.4126178000000002,0.4104784666666668,0.00217394285714279,0.4104784666666668,Right,1996-11-03T00:00:00Z,21.766,91,343,0.2653061224489796,0,0
93322_199611,93322,199611,1996,Social Democratic Union,USD,93,Romania,0.1354879333333333,0.1698431264957263,0.1526655299145298,0.01155077777777773,0.1526655299145298,Right,1996-11-03T00:00:00Z,12.928,53,343,0.1545189504373178,0,0
93411_199611,93411,199611,1996,Democratic Convention of Romania,CDR,93,Romania,0.2811966793650794,0.3131572061993562,0.2971769427822177,0.2971769427822177,0.252714887057387,Left,1996-11-03T00:00:00Z,30.169,122,343,0.3556851311953353,0,0
93711_199611,93711,199611,1996,Romanian National Unity Party,PUNR,93,Romania,0.3300660666666667,0.3513141333333333,0.3406901,0.1010073777000777,0.3406901,Right,1996-11-03T00:00:00Z,4.358,18,343,0.05247813411078717,0,0
93712_199611,93712,199611,1996,Greater Romania Party,PRM,93,Romania,0.515886826984127,0.5109386228438231,0.513412724913975,0.513412724913975,0.3692293624542125,Left,1996-11-03T00:00:00Z,4.465,19,343,0.05539358600583091,0,0
93951_199611,93951,199611,1996,Hungarian Democratic Alliance of Romania,UDMR/RMDSz,93,Romania,0.1796773333333333,0.2134189809523808,0.1965481571428571,0.04867081370851371,0.1965481571428571,Right,1996-11-03T00:00:00Z,6.64,25,343,0.0728862973760933,0,0
51421_199705,51421,199705,1997,Liberal Democrats,LibDems,51,United Kingdom,0.2228870666666667,0.2422938666666665,0.2325904666666666,0.03161433333333331,0.2325904666666666,Right,1997-05-01T00:00:00Z,16.758,46,659,0.06980273141122914,10,10
51902_199705,51902,199705,1997,Scottish National Party,SNP,51,United Kingdom,0.2462578,0.2372777264957268,0.2417677632478634,0.1981525911199911,0.2417677632478634,Right,1997-05-01T00:00:00Z,1.99,6,659,0.009104704097116844,10,10
13229_199803,13229,199803,1998,Red-Green Unity List,EL,13,Denmark,0.8981849714285715,0.9005870648518147,0.8993860181401931,0.8993860181401931,0.6956687203907204,Left,1998-03-11T00:00:00Z,2.7,5,175,0.02857142857142857,10,10
13230_199803,13230,199803,1998,Socialist People’s Party,SF,13,Denmark,0.8214274126984128,0.810989390259741,0.8162084014790769,0.8162084014790769,0.6652994000000004,Left,1998-03-11T00:00:00Z,7.56,13,175,0.07428571428571429,10,10
13320_199803,13320,199803,1998,Social Democratic Party,SD,13,Denmark,0.470567,0.5182960190476191,0.4944315095238095,0.2668577063436564,0.4944315095238095,Right,1998-03-11T00:00:00Z,35.93,63,175,0.36,10,10
13330_199803,13330,199803,1998,Centre Democrats,CD,13,Denmark,0.4918520666666666,0.4906652698412697,0.4912586682539682,0.2415003708513709,0.4912586682539682,Right,1998-03-11T00:00:00Z,4.31,8,175,0.04571428571428571,10,10
13410_199803,13410,199803,1998,Danish Social-Liberal Party,RV,13,Denmark,0.4366239333333333,0.4678184947496949,0.4522212140415141,0.4170540925324674,0.4522212140415141,Right,1998-03-11T00:00:00Z,3.85,7,175,0.04,10,10
13420_199803,13420,199803,1998,Liberals,V,13,Denmark,0.3891129333333333,0.4271036074481077,0.4081082703907205,0.2734653328976578,0.4081082703907205,Right,1998-03-11T00:00:00Z,24.01,42,175,0.24,10,10
13520_199803,13520,199803,1998,Christian Democrats,K,13,Denmark,0.6281684666666667,0.6493409619047611,0.638754714285714,0.5728470222804969,0.638754714285714,Right,1998-03-11T00:00:00Z,2.51,4,175,0.02285714285714286,10,10
13620_199803,13620,199803,1998,Conservative People’s Party,KF,13,Denmark,0.4900605333333333,0.5488402476190474,0.5194503904761903,0.005832916666666606,0.5194503904761903,Right,1998-03-11T00:00:00Z,8.92,16,175,0.09142857142857143,10,10
13720_199803,13720,199803,1998,Danish People’s Party,DF,13,Denmark,0.7030388666666667,0.6527617122100124,0.6779002894383396,0.4862681068820068,0.6779002894383396,Right,1998-03-11T00:00:00Z,7.41,13,175,0.07428571428571429,10,10
13951_199803,13951,199803,1998,Progress Party,FP,13,Denmark,0.79960600000000015,0.7785931714285718,0.789099585714286,0.5331700069486067,0.789099585714286,Right,1998-03-11T00:00:00Z,2.42,4,175,0.02285714285714286,10,10
22527_199805,22527,199805,1998,Reformed Political League,GPV,22,Netherlands,0.6762622666666667,0.6322236666666667,0.6542429666666667,0.2436485999999999,0.6542429666666667,Right,1998-05-06T00:00:00Z,1.2,2,150,0.01333333333333333,10,10
22528_199805,22528,199805,1998,Reformatory Political Federation,RPF,22,Netherlands,0.8676950666666666,0.8458526666666674,0.856773866666667,0.5698933555555554,0.856773866666667,Right,1998-05-06T00:00:00Z,2.028,3,150,0.02,10,10
22952_199805,22952,199805,1998,Reformed Political Party,SGP,22,Netherlands,0.924513,0.8788665333333332,0.9016897666666666,0.4985871777777778,0.9016897666666666,Right,1998-05-06T00:00:00Z,1.781,3,150,0.02,10,10
86522_199805,86522,199805,1998,Christian Democratic People’s Party,KDNP,86,Hungary,0.4343920666666666,0.4575567333333332,0.4459743999999999,0.3274027666666666,0.4459743999999999,Right,1998-05-10T00:00:00Z,2.339,0,386,0,10,20
96522_199809,96522,199809,1998,Slovak Democratic Coalition,SDK,96,Slovakia,0.3709499333333333,0.3675258285714287,0.369237880952381,0.1011253111111111,0.369237880952381,Right,1998-09-26T00:00:00Z,26.331,42,150,0.28,0,20
41113_199809,41113,199809,1998,Alliance‘90/Greens,90/Greens,41,Germany,0.6053563333333334,0.5319071238095239,0.5686317285714286,0.2361556146742147,0.5686317285714286,Right,1998-09-27T00:00:00Z,6.696,47,669,0.07025411061285501,10,10
41221_199809,41221,199809,1998,Party of Democratic Socialism,PDS,41,Germany,0.8015876,0.7858875907647905,0.7937375953823953,0.7937375953823953,0.3595280156288159,Left,1998-09-27T00:00:00Z,5.101,36,669,0.05381165919282511,10,10
41320_199809,41320,199809,1998,Social Democratic Party of Germany,SPD,41,Germany,0.2149698666666667,0.2567921333333332,0.2358809999999999,0.00825276984126979,0.2358809999999999,Right,1998-09-27T00:00:00Z,40.929,298,669,0.445440956651719,10,10
41420_199809,41420,199809,1998,Free Democratic Party,FDP,41,Germany,0.4208729333333333,0.3491902666666663,0.3850315999999998,0.003582466666666611,0.3850315999999998,Right,1998-09-27T00:00:00Z,6.248,43,669,0.06427503736920777,10,10
41521_199809,41521,199809,1998,Christian Democratic Union/Christian Social Union,CDU/CSU,41,Germany,0.1208202666666667,0.1294123999999999,0.1251163333333333,0.007219169841269787,0.1251163333333333,Right,1998-09-27T00:00:00Z,35.145,245,669,0.3662182361733931,10,10
180230_199810,180230,199810,1998,Brazil of Hope,NA,180,Brazil,0.647951,0.6041595428571428,0.6260552714285714,0.6004209869352866,0.6260552714285714,Right,1998-10-04T00:00:00Z,31.7107872977176,NA,NA,NA,0,0
180232_199810,180232,199810,1998,Socialist People's Party,PPS,180,Brazil,0.4724495333333333,0.4315730888888889,0.4520113111111111,0.2161675672383173,0.4520113111111111,Right,1998-10-04T00:00:00Z,10.9656831059408,NA,NA,NA,0,0
180310_199810,180310,199810,1998,To unite Brazil,NA,180,Brazil,0.3225205333333333,0.2915769333333335,0.3070487333333334,0.00753559999999995,0.3070487333333334,Right,1998-10-04T00:00:00Z,53.0649773210445,NA,NA,NA,0,0
83411_199903,83411,199903,1999,Estonian Center Party,K,83,Estonia,0.3679943333333333,0.4066575428571426,0.387325938095238,0.3560470095598847,0.387325938095238,Right,1999-03-07T00:00:00Z,23.414,28,101,0.2772277227722773,0,20
181310_199906,181310,199906,1999,African National Congress,ANC,181,South Africa,0.2438203333333333,0.2842230666666669,0.2640217000000001,0.1305326338994338,0.2640217000000001,Right,1999-06-02T00:00:00Z,66.353,266,400,0.665,0,0
181410_199906,181410,199906,1999,Democratic Party,DP,181,South Africa,0.3260105333333334,0.3341785963369967,0.330094564835165,0.2210588421578422,0.330094564835165,Right,1999-06-02T00:00:00Z,9.56,38,400,0.095,0,0
181910_199906,181910,199906,1999,Inkatha Freedom Party,IFP,181,South Africa,0.6303330666666667,0.6501681174603176,0.6402505920634921,0.5606372922660672,0.6402505920634921,Right,1999-06-02T00:00:00Z,8.584,34,400,0.085,0,0
42110_199910,42110,199910,1999,The Greens,GRÜNE,42,Austria,0.6514314,0.6023619428571438,0.626896671428572,0.5257590451659451,0.626896671428572,Right,1999-10-03T00:00:00Z,7.4,14,183,0.07650273224043716,10,10
42320_199910,42320,199910,1999,Austrian Social Democratic Party,SPÖ,42,Austria,0.4654632666666667,0.4115853047619049,0.4385242857142858,0.07807306190476186,0.4385242857142858,Right,1999-10-03T00:00:00Z,33.2,65,183,0.3551912568306011,10,10
42420_199910,42420,199910,1999,Austrian Freedom Party,FPÖ,42,Austria,0.8257776666666667,0.8176949333333335,0.8217363000000002,0.1230895785714286,0.8217363000000002,Right,1999-10-03T00:00:00Z,26.91,52,183,0.2841530054644809,10,10
42520_199910,42520,199910,1999,Austrian People’s Party,ÖVP,42,Austria,0.301608,0.3153445333333335,0.3084762666666667,0.1627591,0.3084762666666667,Right,1999-10-03T00:00:00Z,26.91,52,183,0.2841530054644809,10,10
35211_199910,35211,199910,1999,Left Bloc,BE,35,Portugal,0.8758536809523809,0.889682798412698,0.8827682396825395,0.8827682396825395,0.591872048962149,Left,1999-10-10T00:00:00Z,2.481,2,230,0.008695652173913044,10,10
35220_199910,35220,199910,1999,Portuguese Communist Party,PCP,35,Portugal,0.6783225333333334,0.6192227333333336,0.6487726333333335,0.6170474555555553,0.6487726333333335,Right,1999-10-10T00:00:00Z,0,NA,230,NA,10,10
